geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_state_korean
29048,-20.289863189022366,-40.31566239170037,vitoria,ES,에스피리투산투
29050,-20.313960622429903,-40.29874528373586,vitoria,ES,에스피리투산투
29051,-20.31271637480551,-40.318989564929126,vitoria,ES,에스피리투산투
29052,-20.31268731682301,-40.29762077462265,vitoria,ES,에스피리투산투
29053,-20.313996010788056,-40.31410164821836,vitoria,ES,에스피리투산투
29055,-20.300614699361464,-40.295028062533405,vitoria,ES,에스피리투산투
29056,-20.304515729849843,-40.2995760745933,vitoria,ES,에스피리투산투
29057,-20.294772372767323,-40.296482097090845,vitoria,ES,에스피리투산투
29060,-20.28459307369061,-40.2954045601725,vitória,ES,에스피리투산투
29062,-20.277654776068346,-40.29633036136395,vitoria,ES,에스피리투산투
29065,-20.27703282426282,-40.29246868696166,vitoria,ES,에스피리투산투
29066,-20.275790157816278,-40.28920643319557,vitoria,ES,에스피리투산투
29070,-20.264136503422577,-40.29628587511779,vitoria,ES,에스피리투산투
29072,-20.259310317571426,-40.29446900424854,vitoria,ES,에스피리투산투
29075,-20.268705917570355,-40.30117429176141,vitória,ES,에스피리투산투
2908,-23.502014146330914,-46.70019372552115,sao paulo,SP,상파울루
2909,-23.507132621219792,-46.698910262767626,sao paulo,SP,상파울루
29090,-20.258920613108977,-40.26756763394884,vitoria,ES,에스피리투산투
29092,-20.24769258439179,-40.27158813220923,vitoria,ES,에스피리투산투
2910,-23.505216462608267,-46.69939595757049,sao paulo,SP,상파울루
29100,-20.33959604188587,-40.29549349586976,vila velha,ES,에스피리투산투
29101,-20.345030195796227,-40.28790374199653,vila velha,ES,에스피리투산투
29102,-20.371280369661118,-40.30721837760808,vila velha,ES,에스피리투산투
29103,-20.38465422834024,-40.32372831183719,vila velha,ES,에스피리투산투
29104,-20.366701930567032,-40.31718921781991,vila velha,ES,에스피리투산투
29105,-20.378657653721774,-40.31950139302451,vila velha,ES,에스피리투산투
29106,-20.349803767518406,-40.30673634042205,vila velha,ES,에스피리투산투
29107,-20.354058884014453,-40.30128887072216,vila velha,ES,에스피리투산투
29108,-20.35546030787301,-40.314147257230324,vila velha,ES,에스피리투산투
29109,-20.355242271086574,-40.314331735290565,vila velha,ES,에스피리투산투
2911,-23.504012395528026,-46.70206852643251,sao paulo,SP,상파울루
29110,-20.35100446585032,-40.32120866203233,vila velha,ES,에스피리투산투
29111,-20.350965246976774,-40.35353585806446,vila velha,ES,에스피리투산투
29112,-20.362257720801402,-40.354059476166064,vila velha,ES,에스피리투산투
29113,-20.377732198855313,-40.35047944323682,vila velha,ES,에스피리투산투
29114,-20.33161624902949,-40.34252285978223,vila velha,ES,에스피리투산투
29115,-20.335472552050064,-40.33122810411291,vila velha,ES,에스피리투산투
29116,-20.342511741908304,-40.337662485631874,vila velha,ES,에스피리투산투
29117,-20.343794789591374,-40.345118656210865,vila velha,ES,에스피리투산투
29118,-20.348018625778746,-40.337319922872204,vila velha,ES,에스피리투산투
29119,-20.35038439416758,-40.32316313424692,vila velha,ES,에스피리투산투
2912,-23.50545892812067,-46.70852061295767,sao paulo,SP,상파울루
29120,-20.351464479667545,-40.319965399424824,vila velha,ES,에스피리투산투
29121,-20.33820736421147,-40.31902931764566,vila velha,ES,에스피리투산투
29122,-20.339043748550235,-40.30909785366851,vila velha,ES,에스피리투산투
29124,-20.440677747834673,-40.342595993763304,vila velha,ES,에스피리투산투
29125,-20.426917136955588,-40.32721792957319,vila velha,ES,에스피리투산투
29126,-20.411800716788733,-40.33756220325749,vila velha,ES,에스피리투산투
29127,-20.44442591541323,-40.357302162144094,vila velha,ES,에스피리투산투
29128,-20.509578080042576,-40.37363064122116,vila velha,ES,에스피리투산투
29129,-20.507554106871044,-40.361117260776,vila velha,ES,에스피리투산투
2913,-23.503459306465064,-46.71287869871107,sao paulo,SP,상파울루
29130,-20.38928094367299,-40.4901873998062,viana,ES,에스피리투산투
29131,-20.421385016089857,-40.460393466434034,viana,ES,에스피리투산투
29132,-20.390537473188356,-40.474481985426216,viana,ES,에스피리투산투
29134,-20.35516349262468,-40.43123213662455,viana,ES,에스피리투산투
29135,-20.351385134684683,-40.42842770559008,viana,ES,에스피리투산투
29136,-20.36426008095286,-40.42106529481057,viana,ES,에스피리투산투
29137,-20.368909560042795,-40.424591057753254,viana,ES,에스피리투산투
29138,-20.370296473620964,-40.416448541581005,viana,ES,에스피리투산투
2914,-23.50323598837744,-46.70954984864486,sao paulo,SP,상파울루
29140,-20.341070998897518,-40.36444150559455,cariacica,ES,에스피리투산투
29141,-20.353042258450234,-40.372988366327554,cariacica,ES,에스피리투산투
29142,-20.36360185674505,-40.37462539065324,cariacica,ES,에스피리투산투
29143,-20.349877466729343,-40.384015917980015,cariacica,ES,에스피리투산투
29144,-20.347321676920753,-40.395441964690995,cariacica,ES,에스피리투산투
29145,-20.348482491643868,-40.39424798988471,cariacica,ES,에스피리투산투
29146,-20.340521299600123,-40.384897987448205,cariacica,ES,에스피리투산투
29147,-20.3359255734059,-40.389954070877536,cariacica,ES,에스피리투산투
29148,-20.334678650207326,-40.400490658235114,cariacica,ES,에스피리투산투
29149,-20.33013337723304,-40.39043058407728,cariacica,ES,에스피리투산투
2915,-23.498015599812316,-46.70785531697169,sao paulo,SP,상파울루
29150,-20.32247630196992,-40.37762777086689,cariacica,ES,에스피리투산투
29151,-20.328601609899742,-40.36941562385166,cariacica,ES,에스피리투산투
29152,-20.317000803364834,-40.372320098134026,cariacica,ES,에스피리투산투
29153,-20.306453087890876,-40.37093583403476,cariacica,ES,에스피리투산투
29154,-20.30941650802182,-40.391153337968845,cariacica,ES,에스피리투산투
29155,-20.29248104532088,-40.384031424765176,cariacica,ES,에스피리투산투
29156,-20.278512891406116,-40.41167522341207,cariacica,ES,에스피리투산투
29157,-20.26440960781892,-40.389537508293095,cariacica,ES,에스피리투산투
29158,-20.31255045087857,-40.40000069420851,cariacica,ES,에스피리투산투
2916,-23.494252239511642,-46.71388030944217,sao paulo,SP,상파울루
29160,-20.236215492570285,-40.27203665640389,serra,ES,에스피리투산투
29161,-20.22398020791206,-40.27581852168546,serra,ES,에스피리투산투
29162,-20.196980180925653,-40.271118393966525,serra,ES,에스피리투산투
29163,-20.2181376576319,-40.24297180111903,serra,ES,에스피리투산투
29164,-20.21168518103554,-40.239619032183235,serra,ES,에스피리투산투
29165,-20.199185893801207,-40.25773967249934,serra,ES,에스피리투산투
29166,-20.188079675277496,-40.241697762995486,serra,ES,에스피리투산투
29167,-20.17952411178505,-40.25832209201949,serra,ES,에스피리투산투
29168,-20.15847292670448,-40.24609615513035,serra,ES,에스피리투산투
29169,-20.15015966406233,-40.2650679550429,serra,ES,에스피리투산투
2917,-23.49795733183238,-46.71311508679524,sao paulo,SP,상파울루
29170,-20.154331390341508,-40.268980120256636,serra,ES,에스피리투산투
29171,-20.138476164068283,-40.24779440322811,serra,ES,에스피리투산투
29172,-20.171285062076123,-40.20456733111168,serra,ES,에스피리투산투
29173,-20.158689016993442,-40.19214871446736,serra,ES,에스피리투산투
29174,-20.06421048362099,-40.18297373354049,serra,ES,에스피리투산투
29175,-20.14021567598439,-40.19358162519008,serra,ES,에스피리투산투
29176,-20.13514374784089,-40.29981975803893,serra,ES,에스피리투산투
29177,-20.12154558211048,-40.30597879856886,serra,ES,에스피리투산투
29178,-20.13590387834678,-40.29837508817457,serra,ES,에스피리투산투
29179,-20.117365072818473,-40.29309840257896,serra,ES,에스피리투산투
2918,-23.495854832279328,-46.71685166381976,sao paulo,SP,상파울루
29180,-20.072017818138658,-40.3621684728586,serra,ES,에스피리투산투
29182,-20.064542491457843,-40.20226241236841,serra,ES,에스피리투산투
29185,-19.944160220015554,-40.38449895378412,fundao,ES,에스피리투산투
29187,-20.039269371332946,-40.18713745738928,praia grande,ES,에스피리투산투
2919,-23.499343832107943,-46.71441630800913,são paulo,SP,상파울루
29190,-19.82256891358971,-40.27108349346427,aracruz,ES,에스피리투산투
29192,-19.835260030529938,-40.261549576521105,aracruz,ES,에스피리투산투
29193,-19.831754489582025,-40.27247536739889,aracruz,ES,에스피리투산투
29194,-19.824159235073566,-40.26429872543493,aracruz,ES,에스피리투산투
29195,-19.93010951110856,-40.15365065258333,coqueiral,ES,에스피리투산투
29197,-19.82225062605563,-40.06303351092967,aracruz,ES,에스피리투산투
29198,-19.895311394878437,-40.0991007353037,aracruz,ES,에스피리투산투
29199,-19.92700998308417,-40.143464044043945,aracruz,ES,에스피리투산투
2920,-23.490201980251125,-46.72136075491287,são paulo,SP,상파울루
29200,-20.672233323434526,-40.50002482393178,guarapari,ES,에스피리투산투
29201,-20.681936090284385,-40.509123735782595,guarapari,ES,에스피리투산투
29202,-20.672115836838927,-40.51700526382526,guarapari,ES,에스피리투산투
29203,-20.67639066312762,-40.517395414282156,guarapari,ES,에스피리투산투
29206,-20.71723806255909,-40.52427446576242,guarapari,ES,에스피리투산투
29208,-20.682436549079334,-40.51920110877143,guarapari,ES,에스피리투산투
29209,-20.73131235546684,-40.55274900722035,guarapari,ES,에스피리투산투
2921,-23.48865958625756,-46.72384764305452,sao paulo,SP,상파울루
29210,-20.665295028085634,-40.50724705161458,guarapari,ES,에스피리투산투
29211,-20.64404602314044,-40.512754637848104,guarapari,ES,에스피리투산투
29212,-20.641715958754293,-40.51512444469158,guarapari,ES,에스피리투산투
29213,-20.640760964315994,-40.50899384799111,guarapari,ES,에스피리투산투
29214,-20.65669577179757,-40.505743875176236,guarapari,ES,에스피리투산투
29215,-20.660216764966027,-40.49856289244473,guarapari,ES,에스피리투산투
29216,-20.65299858613494,-40.48707808325542,guarapari,ES,에스피리투산투
29217,-20.654321414730862,-40.49021162512816,guarapari,ES,에스피리투산투
29220,-20.628070137697076,-40.47621600036773,guarapari,ES,에스피리투산투
29221,-20.61891635546317,-40.456450891119246,guarapari,ES,에스피리투산투
29222,-20.642418803292,-40.50006739895994,guarapari,ES,에스피리투산투
29227,-20.648083707640048,-40.49080179741277,guarapari,ES,에스피리투산투
29230,-20.800378086859887,-40.648849815509344,anchieta,ES,에스피리투산투
2924,-23.49947924261941,-46.707434171675196,sao paulo,SP,상파울루
29240,-20.627031870241968,-40.74931056937235,alfredo chaves,ES,에스피리투산투
2925,-23.501946754118055,-46.69850016324396,sao paulo,SP,상파울루
29255,-20.415508811333915,-40.689012695583465,marechal floriano,ES,에스피리투산투
29258,-20.41550908384522,-40.64411836054274,araguaia,ES,에스피리투산투
2926,-23.499976294074788,-46.70156108562361,sao paulo,SP,상파울루
29260,-20.35420704341062,-40.703285268955995,domingos martins,ES,에스피리투산투
29263,-20.37378292141641,-40.56310209026857,isabel,ES,에스피리투산투
2927,-23.4977397422524,-46.703783700781436,são paulo,SP,상파울루
29273,-20.340183139504454,-40.73167973417412,paraju,ES,에스피리투산투
29278,-20.010857207379935,-40.79846476486159,domingos martins,ES,에스피리투산투
2928,-23.50886157830248,-46.68112721209489,sao paulo,SP,상파울루
29280,-20.78929879189499,-40.813398471593935,iconha,ES,에스피리투산투
29285,-20.839948654995545,-40.73441103540229,piuma,ES,에스피리투산투
2929,-23.492687855695202,-46.70633793156746,sao paulo,SP,상파울루
29290,-20.860485103348744,-40.93526011608743,rio novo do sul,ES,에스피리투산투
29295,-20.644842999268594,-41.00717001967552,vargem alta,ES,에스피리투산투
29297,-20.706822352054118,-41.01712786426433,jacigua,ES,에스피리투산투
2930,-23.490830865548492,-46.70795631330454,sao paulo,SP,상파울루
29300,-20.847459653832125,-41.12005826115421,cachoeiro de itapemirim,ES,에스피리투산투
29301,-20.841775751043066,-41.129023788285465,cachoeiro de itapemirim,ES,에스피리투산투
29302,-20.84937768298942,-41.12932748549339,cachoeiro de itapemirim,ES,에스피리투산투
29303,-20.852955062636017,-41.11820666366201,cachoeiro de itapemirim,ES,에스피리투산투
29304,-20.8586495211639,-41.11688197001606,cachoeiro de itapemirim,ES,에스피리투산투
29305,-20.855268653361247,-41.10871046055536,cachoeiro de itapemirim,ES,에스피리투산투
29306,-20.850773092296375,-41.105805462083765,cachoeiro de itapemirim,ES,에스피리투산투
29307,-20.844729856199752,-41.11075004879964,cachoeiro de itapemirim,ES,에스피리투산투
29308,-20.84252698545739,-41.11888795503526,cachoeiro de itapemirim,ES,에스피리투산투
29309,-20.837240420336308,-41.11713803072733,cachoeiro de itapemirim,ES,에스피리투산투
2931,-23.497314211411997,-46.70960852407719,sao paulo,SP,상파울루
29310,-20.84405138213383,-41.13971836504003,cachoeiro de itapemirim,ES,에스피리투산투
29311,-20.845737443853274,-41.14443509503575,cachoeiro de itapemirim,ES,에스피리투산투
29312,-20.84888395295811,-41.153055030844754,cachoeiro de itapemirim,ES,에스피리투산투
29313,-20.83232137438696,-41.157260281263376,cachoeiro de itapemirim,ES,에스피리투산투
29314,-20.84407162366201,-41.15350989073693,cachoeiro de itapemirim,ES,에스피리투산투
29315,-20.847164397952103,-41.1548455256115,cachoeiro de itapemirim,ES,에스피리투산투
29316,-20.847148750817716,-41.112945633419415,cachoeiro de itapemirim,ES,에스피리투산투
29317,-20.84711789220178,-41.13974718071966,cachoeiro de itapemirim,ES,에스피리투산투
2932,-23.490835136129476,-46.71143788894152,sao paulo,SP,상파울루
29321,-20.988488233934397,-42.23727344129296,vargem grande do soturno,ES,에스피리투산투
29323,-20.762729094305136,-41.271606233951005,pacotuba,ES,에스피리투산투
29325,-20.72583088209348,-41.134004948888325,itaoca,ES,에스피리투산투
29327,-20.102756525161652,-40.562648649470844,burarama,ES,에스피리투산투
29328,-20.883329999999944,-41.19999999999993,córrego dos monos,ES,에스피리투산투
29329,-20.68770402723946,-41.20195222593812,conduru,ES,에스피리투산투
2933,-23.492968934178496,-46.71284205859647,são paulo,SP,상파울루
29330,-20.94924974603446,-40.807786824486705,itapemirim,ES,에스피리투산투
29338,-20.89832394853286,-40.780249109800266,itaipava,ES,에스피리투산투
2934,-23.48680400920038,-46.70530001805472,sao paulo,SP,상파울루
29345,-21.0323181161207,-40.82269689695655,marataizes,ES,에스피리투산투
2935,-23.48893208264274,-46.71666142368085,são paulo,SP,상파울루
29350,-21.122930576727104,-41.04061029119547,presidente kennedy,ES,에스피리투산투
2936,-23.485983031299828,-46.71794554517039,sao paulo,SP,상파울루
29360,-20.6053563781088,-41.20519636049413,castelo,ES,에스피리투산투
2937,-23.48496773734536,-46.72092591063848,sao paulo,SP,상파울루
29370,-20.361225210844665,-41.24983376040059,conceicao do castelo,ES,에스피리투산투
29375,-20.33885295949204,-41.132931135779735,venda nova do imigrante,ES,에스피리투산투
29378,-20.336687999999995,-41.185111500000005,sao joao de vicosa,ES,에스피리투산투
2938,-23.45883545371276,-46.722111018720945,sao paulo,SP,상파울루
29380,-20.46250862812245,-41.41468639351346,muniz freire,ES,에스피리투산투
29386,-20.335972909905706,-41.3904879524313,muniz freire,ES,에스피리투산투
2939,-23.48322763278342,-46.72991005287441,são paulo,SP,상파울루
29390,-20.349111920880414,-41.53373039669444,iuna,ES,에스피리투산투
29395,-20.233854705661063,-41.506817883423714,ibatiba,ES,에스피리투산투
29398,-20.345803660646123,-41.64094155038808,irupi,ES,에스피리투산투
2940,-23.480242559201383,-46.723832689946974,sao paulo,SP,상파울루
29400,-21.061570668726116,-41.36296449402211,mimoso do sul,ES,에스피리투산투
2941,-23.478802923326484,-46.722724700331725,sao paulo,SP,상파울루
2942,-23.476088375679204,-46.7225878483933,sao paulo,SP,상파울루
29420,-19.900436161470907,-43.9990296612386,sao jose das torres,ES,에스피리투산투
2943,-23.47674132085855,-46.724993743233874,sao paulo,SP,상파울루
2944,-23.47534253342138,-46.726070196849754,sao paulo,SP,상파울루
2945,-23.483695441764514,-46.726679198015646,sao paulo,SP,상파울루
29450,-21.153323461585163,-41.56743108039142,apiaca,ES,에스피리투산투
29460,-21.126567901967178,-41.67280614857445,bom jesus do norte,ES,에스피리투산투
29470,-21.02027868005079,-41.65312810451595,sao jose do calcado,ES,에스피리투산투
29475,-20.946109999999976,-41.61999999999995,alto calcado,ES,에스피리투산투
29480,-20.95206473566138,-41.342187048258076,muqui,ES,에스피리투산투
29490,-20.92514780451319,-41.19649395129351,atilio vivacqua,ES,에스피리투산투
2950,-23.478499570987278,-46.719130336986105,sao paulo,SP,상파울루
29500,-20.760206303395872,-41.53516276114848,alegre,ES,에스피리투산투
2951,-23.473670503359084,-46.72213753690242,sao paulo,SP,상파울루
29510,-19.851581656301253,-40.57072169300674,celina,ES,에스피리투산투
29515,-20.771505660340384,-41.53560726330037,cafe,ES,에스피리투산투
2952,-23.472646041615807,-46.713465223275534,sao paulo,SP,상파울루
29520,-20.756742115065904,-41.4593121536793,rive,ES,에스피리투산투
29540,-20.537112297706013,-41.665258233680554,ibitirama,ES,에스피리투산투
2955,-23.46817509806932,-46.72025344447433,sao paulo,SP,상파울루
29550,-20.791387301827758,-41.392078937948796,jerônimo monteiro,ES,에스피리투산투
2956,-23.46866001419789,-46.72254102953793,sao paulo,SP,상파울루
29560,-20.772595022149183,-41.67503440435154,guacui,ES,에스피리투산투
29564,-20.78110999999996,-41.80055999999996,são pedro de rates,ES,에스피리투산투
2957,-23.46694149172864,-46.722444084280426,sao paulo,SP,상파울루
29580,-20.68276666465529,-41.842745745044915,dores do rio preto,ES,에스피리투산투
2959,-23.49248458770034,-46.700128685433654,sao paulo,SP,상파울루
29590,-20.611673656847113,-41.69466502754654,divino de sao lourenco,ES,에스피리투산투
2960,-23.495214440794943,-46.70109132371756,sao paulo,SP,상파울루
29600,-20.076821553002276,-41.12371138232126,afonso claudio,ES,에스피리투산투
29609,-20.07893433699639,-41.12429399999999,afonso claudio,ES,에스피리투산투
2961,-23.492491214734663,-46.69963829158367,sao paulo,SP,상파울루
29615,-19.89303063005784,-41.05797353760605,laranja da terra,ES,에스피리투산투
29619,-19.825279999999964,-41.11110999999994,laranja da terra,ES,에스피리투산투
2962,-23.489419076218287,-46.70232169990238,sao paulo,SP,상파울루
29620,-19.87731798944995,-40.8742054444434,itarana,ES,에스피리투산투
2963,-23.504868908615258,-46.682602216056324,sao paulo,SP,상파울루
29630,-20.14768728208619,-41.29158581823656,brejetuba,ES,에스피리투산투
2964,-23.48552606404895,-46.70560335074762,sao paulo,SP,상파울루
29640,-20.100361493805377,-40.53208940796703,santa leopoldina,ES,에스피리투산투
29645,-20.031391098604573,-40.75116929156471,santa maria de jetiba,ES,에스피리투산투
2965,-23.483718476948763,-46.704701184356594,sao paulo,SP,상파울루
29650,-19.942770685273842,-40.60646958045139,santa teresa,ES,에스피리투산투
29654,2.8545299564090527,-70.31520024946744,santo antonio do canaa,ES,에스피리투산투
2966,-23.471269830291668,-46.70956136511223,sao paulo,SP,상파울루
29660,-19.879860634382204,-40.626739587261234,sao joao de petropolis,ES,에스피리투산투
29665,-19.73930434519547,-40.66322894308199,sao roque do canaa,ES,에스피리투산투
2967,-23.480984678353327,-46.70421633711667,sao paulo,SP,상파울루
29670,-19.8315934465165,-40.37012574335158,ibiracu,ES,에스피리투산투
2968,-23.47932357125712,-46.70767471614631,sao paulo,SP,상파울루
29680,-19.7510070097032,-40.38667300846462,joao neiva,ES,에스피리투산투
29687,-19.655909222582128,-40.46336507540551,acioli,ES,에스피리투산투
2969,-23.4920587791635,-46.71062803918182,sao paulo,SP,상파울루
29690,-19.792991958104,-40.85391940789055,itaguacu,ES,에스피리투산투
29695,-19.66469628173546,-40.83650571195031,itaimbe,ES,에스피리투산투
2970,-23.482819263403634,-46.71493169991234,sao paulo,SP,상파울루
29700,-19.539302049854438,-40.625950773820364,colatina,ES,에스피리투산투
29701,-19.540749440929556,-40.62883793487709,colatina,ES,에스피리투산투
29702,-19.54551718490543,-40.63413418662913,colatina,ES,에스피리투산투
29703,-19.52371016348674,-40.639323209262486,colatina,ES,에스피리투산투
29704,-19.52664430508559,-40.662431856344476,colatina,ES,에스피리투산투
29705,-19.510822013878876,-40.63310196328869,colatina,ES,에스피리투산투
29706,-19.521177544995183,-40.64688425353667,colatina,ES,에스피리투산투
29707,-19.541956559715967,-40.643276730201244,colatina,ES,에스피리투산투
29708,-19.54634145050433,-40.6231462797084,colatina,ES,에스피리투산투
29709,-19.520241810565054,-40.6847366419452,colatina,ES,에스피리투산투
2971,-23.48488200012992,-46.708321288782805,são paulo,SP,상파울루
29712,-19.525670783952105,-40.57010039048001,colatina,ES,에스피리투산투
29714,-19.545996074157472,-40.633042029572906,colatina,ES,에스피리투산투
2972,-23.48115800015399,-46.710536255224824,sao paulo,SP,상파울루
29720,-19.252721480274865,-40.46099131352969,governador lindenberg,ES,에스피리투산투
29724,-19.249396534825074,-40.518293109768535,novo brasil,ES,에스피리투산투
29725,-19.412026310370646,-40.54293876855565,marilandia,ES,에스피리투산투
29730,-19.512568777088724,-41.012926255435566,baixo guandu,ES,에스피리투산투
29735,-19.39858970116328,-40.905290937201045,quilometro 14 do mutum,ES,에스피리투산투
29737,-19.274999999999977,-40.90749999999997,alto mutum preto,ES,에스피리투산투
29745,-19.138753324097504,-40.615545044821154,sao domingos do norte,ES,에스피리투산투
2975,-23.47813090302306,-46.711362496104734,são paulo,SP,상파울루
29750,-19.195901004272244,-40.84616628146892,pancas,ES,에스피리투산투
29752,-18.972757358206497,-40.873194660712045,vila verde,ES,에스피리투산투
29755,-19.444548697621787,-41.015225403245445,lajinha,ES,에스피리투산투
2976,-23.476142147293096,-46.715789189519306,sao paulo,SP,상파울루
29760,-19.05822235499108,-41.01879814974316,alto rio novo,ES,에스피리투산투
2977,-23.470777121927593,-46.71443121107412,sao paulo,SP,상파울루
29770,-18.86369285485961,-41.11875851381642,mantenopolis,ES,에스피리투산투
29772,-18.88493545170069,-41.01554984953388,santa luzia de mantenopolis,ES,에스피리투산투
2978,-23.47361504186344,-46.70682318113959,sao paulo,SP,상파울루
29780,-19.01753886918101,-40.537255419877596,são gabriel da palha,ES,에스피리투산투
29785,-18.994923624409637,-40.383087196982125,vila valerio,ES,에스피리투산투
2979,-23.476022948966868,-46.69807849803381,sao paulo,SP,상파울루
29795,-18.985716113277793,-40.74227057364542,aguia branca,ES,에스피리투산투
29800,-18.748313722680667,-40.885885898230484,barra de são francisco,ES,에스피리투산투
29807,-18.586567603887058,-40.88704137696066,monte sinai,ES,에스피리투산투
2981,-23.460000237456534,-46.71724733052437,são paulo,SP,상파울루
29815,-18.66481037083179,-40.79495699999999,paulista,ES,에스피리투산투
2982,-23.454319441799218,-46.715868138204534,são paulo,SP,상파울루
29820,-18.543085190055944,-40.98497675246625,agua doce do norte,ES,에스피리투산투
29822,-18.476713762810867,-41.01877846394589,vila nelita,ES,에스피리투산투
29824,-18.41277999999994,-41.03666999999996,santo agostinho,ES,에스피리투산투
29826,-18.633609999999976,-40.94277999999997,governador lacerda de aguiar,ES,에스피리투산투
2983,-23.452156090503394,-46.718805900672294,são paulo,SP,상파울루
29830,-18.70658082589379,-40.406383792282284,nova venecia,ES,에스피리투산투
2984,-23.445001364392684,-46.72055319973795,sao paulo,SP,상파울루
29843,-18.619934469634078,-40.604153544051,vila pavao,ES,에스피리투산투
29845,-18.53583690499467,-40.3013125200212,boa esperanca,ES,에스피리투산투
2985,-23.442008385601497,-46.71936667847407,sao paulo,SP,상파울루
29850,-18.36881608995012,-40.82597415326898,ecoporanga,ES,에스피리투산투
2986,-23.433995179089226,-46.7144790547096,sao paulo,SP,상파울루
2987,-23.435105075740704,-46.70534736523725,sao paulo,SP,상파울루
2988,-23.608443549046555,-46.74037145657274,são paulo,SP,상파울루
29880,-18.08497000761245,-40.521050875979604,mucurici,ES,에스피리투산투
29884,-12.638524155189108,-37.94725509040245,itabaiana,ES,에스피리투산투
29885,-18.129889045356208,-40.53833069801776,ponto belo,ES,에스피리투산투
2989,-23.433762388302366,-46.72095785108018,sao paulo,SP,상파울루
29890,-18.13113299686834,-40.35711188194904,montanha,ES,에스피리투산투
29894,-18.198594334937315,-40.263793351536286,vinhatico,ES,에스피리투산투
2990,-23.44479984733434,-46.72758255830893,sao paulo,SP,상파울루
29900,-19.394302899766817,-40.06744800455662,linhares,ES,에스피리투산투
29901,-19.398462430517736,-40.05754626853264,linhares,ES,에스피리투산투
29902,-19.38058581528183,-40.06214346326712,linhares,ES,에스피리투산투
29903,-19.392473863253308,-40.04808368379706,linhares,ES,에스피리투산투
29904,-19.375547670282753,-40.05764624559227,linhares,ES,에스피리투산투
29905,-19.364681121236405,-40.05261443397877,linhares,ES,에스피리투산투
29906,-19.355412626533646,-40.05373780593817,linhares,ES,에스피리투산투
29907,-19.37533597130217,-40.07149648621064,linhares,ES,에스피리투산투
29908,-19.349622909821193,-40.05001762813601,linhares,ES,에스피리투산투
29909,-19.29955465408666,-40.06620575816586,linhares,ES,에스피리투산투
2991,-23.43667506446612,-46.72729636208272,sao paulo,SP,상파울루
29913,-19.40826599999999,-40.064600250000005,linhares,ES,에스피리투산투
29918,-19.39172700347962,-40.061084501159854,linhares,ES,에스피리투산투
2992,-23.44882068441022,-46.7287636262974,sao paulo,SP,상파울루
29920,-19.262419468912956,-40.325324580425026,rio bananal,ES,에스피리투산투
29925,-8.445856975859286,-53.478908078731195,sao jorge do tiradentes,ES,에스피리투산투
29927,-19.189127770488813,-40.10086124895696,sooretama,ES,에스피리투산투
2993,-23.453961663812116,-46.73188402974432,sao paulo,SP,상파울루
29930,-18.718212244497813,-39.8548625046386,sao mateus,ES,에스피리투산투
29931,-18.717482906655505,-39.86602787165746,sao mateus,ES,에스피리투산투
29932,-18.711846687043668,-39.872479210098376,sao mateus,ES,에스피리투산투
29933,-18.719212325428092,-39.847888252574386,sao mateus,ES,에스피리투산투
29934,-18.718328576961284,-39.83859455817204,sao mateus,ES,에스피리투산투
29936,-18.72977048594036,-39.8478835935191,sao mateus,ES,에스피리투산투
29937,-18.732788499193703,-39.842359297550715,são mateus,ES,에스피리투산투
29938,-18.726016165217725,-39.85577872804152,sao mateus,ES,에스피리투산투
2994,-23.45714964863802,-46.73484355315656,são paulo,SP,상파울루
29940,-18.719149483673682,-39.87404915228109,sao mateus,ES,에스피리투산투
29941,-18.717774368860518,-39.87424559086368,sao mateus,ES,에스피리투산투
29942,-18.726388479336865,-39.867380218267385,sao mateus,ES,에스피리투산투
29943,-18.72218578505392,-39.91774491344775,sao mateus,ES,에스피리투산투
29944,-18.77346364244314,-39.75500529521586,sao mateus,ES,에스피리투산투
29945,-18.74036444460742,-39.75469149379051,sao mateus,ES,에스피리투산투
29946,-18.733587348168637,-39.77298993969407,sao mateus,ES,에스피리투산투
2995,-23.444271689442214,-46.73898865697958,sao paulo,SP,상파울루
29950,-18.908355105069518,-40.07586676010297,jaguare,ES,에스피리투산투
2996,-23.44176853642412,-46.739626663006604,sao paulo,SP,상파울루
29960,-18.576966446050704,-39.73757518671529,conceicao da barra,ES,에스피리투산투
29965,-18.418738006611395,-39.70806405383186,itaunas,ES,에스피리투산투
29967,-19.24593411404079,-40.091152596757134,braco do rio,ES,에스피리투산투
2997,-23.535270721668116,-46.6806512748181,sao paulo,SP,상파울루
29970,-18.293163679149735,-39.95858510869711,pedro canário,ES,에스피리투산투
29978,-18.089158212695203,-40.10959902713075,cristal do norte,ES,에스피리투산투
2998,-23.443498238474042,-46.727756969400886,são paulo,SP,상파울루
29980,-18.410899011847384,-40.219401752231356,pinheiros,ES,에스피리투산투
29985,-18.32097783533344,-40.40572143357216,sao joao do sobrado,ES,에스피리투산투
30001,-19.92398883986376,-43.93570612505038,belo horizonte,MG,미나스제라이스
3001,-23.541734532716237,-46.614660294316934,sao paulo,SP,상파울루
3002,-23.544976411354355,-46.62029384639975,são paulo,SP,상파울루
3003,-23.545439588315283,-46.62370679799756,sao paulo,SP,상파울루
30035,-19.901155379681477,-43.918429127127865,belo horizonte,MG,미나스제라이스
